% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate,day,week
55.17,14.35,2332.67,563.384,398.759,9.34692,1.75659,235.195,257.353,250.928,303.30716,300.78162,244.204,250.751,617.577,580.344,602.435,380.822,454.152,549.61,495.921,63.5,4.17,32,5
55.17,14.35,2532.95,564.711,401.758,9.54522,1.7605,250.073,251.27,249.585,303.33316,300.80807,249.829,248.804,588.352,604.168,609.213,442.146,171.478,624.9,366.179,62.69,4.94,32,5
55.17,14.35,167.81166,559.469,398.145,9.86121,1.75926,249.69,249.709,250.247,303.35916,300.8345,250.022,239.905,581.062,591.995,613.505,432.712,417.517,401.238,359.857,62.69,4.94,32,5
55.17,14.35,640.785,547.415,396.77,9.85769,1.74569,239.916,249.609,250.269,303.3852,300.86093,233.659,249.854,588.093,595.734,590.336,412.552,411.397,406.064,418.821,62.31,4.7543645,32,5
55.17,14.35,2382.82,556.624,403.125,9.70473,1.7551,250.852,247.91,248.601,303.4112,300.8874,252.379,251.443,558.38,610.529,607.816,396.968,295.754,413.056,375.869,62.31,4.3676243,32,5
55.17,14.35,1887.83,553.735,399.233,9.68647,1.75733,249.767,246.71,251.028,303.4372,300.91382,249.714,249.944,589.582,599.995,608.944,395.585,606.78,453.36,439.975,63.28,4.24,32,5
55.17,14.35,1720.35,541.087,394.629,9.54297,1.73938,249.787,246.879,251.388,303.46323,300.94028,249.432,250.907,606.74,602.953,593.506,422.41,411.628,396.136,359.47,63.28,4.24,32,5
55.17,14.35,1902.18,528.47,398.708,9.69083,1.72134,249.491,247.378,251.266,303.48923,300.9667,250.269,247.226,596.621,589.281,601.808,394.229,418.042,410.218,435.593,64.93,2.83,32,5
55.17,14.35,1795.22,498.61,399.071,9.70661,1.67994,250.066,251.147,251.316,303.51523,300.99313,250.032,246.603,585.685,565.842,593.801,414.091,445.031,453.897,439.569,64.57,2.6,32,5
55.17,14.35,1801.61,535.108,399.068,9.35803,1.72278,252.152,256.009,249.609,303.54123,301.0196,250.74,250.835,610.871,603.538,589.048,397.568,388.63,399.282,427.531,64.57,2.6,32,5
55.17,14.35,2150.9,546.386,400.965,9.34114,1.74485,249.729,248.797,249.729,303.56726,301.04602,250.269,249.87,598.584,605.654,603.419,369.585,370.067,363.348,393.524,64.16,3.73,33,5
55.17,14.35,2158.92,552.64,394.008,9.71965,1.74967,250.269,247.677,249.768,303.59326,301.07248,249.962,249.535,607.943,601.646,592.31,400.296,399.236,408.303,431.476,64.16,3.73,33,5
55.17,14.35,1893.43,550.825,401.324,9.67503,1.75256,250.414,247.142,248.95,303.61926,301.0989,250.291,250.484,612.508,586.085,584.993,332.476,403.674,404.012,430.213,66.38,2.23,33,5
55.17,14.35,2165.41,547.485,393.457,9.48013,1.74851,250.488,254.224,247.852,303.6453,301.12537,249.829,255.103,587.073,592.461,605.916,391.016,409.781,491.731,419.888,66.38,2.23,33,5
55.17,14.35,2014.38,501.81247,389.80652,9.38311,1.7033553,249.985,243.832,248.103,303.6713,301.1518,253.784,247.442,717.889,744.391,738.691,380.989,418.932,397.006,402.078,65.13,3.64,33,5
55.17,14.35,1905.71,543.39,402.204,9.34202,1.73457,249.546,249.639,249.015,303.6973,301.17822,247.135,250.487,609.513,631.139,738.897,343.705,288.794,473.205,276.202,65.13,3.64,33,5
55.17,14.35,2393.18,548.147,401.885,9.56495,1.74664,250.178,249.474,248.691,303.72333,301.20468,254.672,250.086,587.916,578.946,623.359,399.847,393.828,401.115,421.312,65.46,3.38,33,5
55.17,14.35,2054.16,552.569,402.119,9.80605,1.74838,249.757,246.537,251.223,303.74933,301.2311,252.597,251.118,601.601,593.931,606.455,438.961,419.739,392.417,408.21,64.04,3.73,33,5
55.17,14.35,927.4602,543.213,391.699,9.79374,1.73961,250.049,252.686,251.147,303.77533,301.25757,245.874,251.147,602.588,611.152,584.333,390.234,414.188,393.161,369.678,64.04,3.73,33,5
55.17,14.35,2038.39,553.66,402.216,9.69709,1.74704,249.739,252.437,248.071,303.80133,301.284,254.815,249.482,587.504,620.952,581.388,400.742,406.903,399.157,402.262,64.05607,3.7184932,33,5
55.17,14.35,2067.31,550.409,396.569,9.5086,1.74628,250.373,247.852,250.292,303.82736,301.31042,250.269,249.98,577.748,604.565,584.449,349.986,392.994,394.279,394.161,64.11346,3.6773973,33,5
55.17,14.35,2297.71,551.251,408.642,9.43365,1.74449,249.881,251.367,251.006,303.85336,301.33688,249.635,251.233,613.65,624.093,607.15,380.668,397.188,408.909,444.006,64.17084,3.6363013,33,5
55.17,14.35,2529.3,548.73,396.946,9.55655,1.74274,249.977,249.025,249.384,303.87936,301.3633,249.974,247.866,588.433,591.083,586.268,401.306,381.727,394.039,359.383,64.228226,3.5952055,33,5
55.17,14.35,2379,549.231,400.865,9.79587,1.74783,250.227,243.654,249.598,303.9054,301.38977,250.269,251.325,584.47,583.637,591.701,427.15,400.767,414.473,344.906,64.285614,3.5541096,33,5
55.17,14.35,1353.36,550.658,400.606,9.76741,1.75244,250.313,246.222,249.038,303.9314,301.4162,250.269,249.608,605.193,614.905,603.766,347.5,366.145,393.498,407.325,64.343,3.5130136,33,5
55.17,14.35,2028.7,542.073,403.044,9.66263,1.73788,249.591,251.799,249.188,303.9574,301.44266,249.93,244.52,617.093,616.51,615.973,383.891,395.028,387.945,427.341,64.40038,3.4719179,33,5
55.17,14.35,840.86365,535.889,400.114,9.44456,1.73324,250.34,247.246,251.518,303.98343,301.4691,249.912,250.805,595.934,587.847,599.061,344.267,253.169,403.913,289.972,64.45777,3.430822,33,5
55.17,14.35,1846.29,540.928,396.675,9.32877,1.73202,250.269,255.107,250.597,304.00943,301.4955,249.884,249.72,601.598,602.93,581.089,427.737,392.3,415.72,386.655,64.51516,3.389726,33,5
55.17,14.35,1934.89,504.115,400.873,9.46744,1.68224,250.2,246.423,250.118,304.03543,301.52197,249.973,249.239,604.719,607.122,589.559,393.247,402.559,407.977,414.812,64.57254,3.3486302,33,5
55.17,14.35,2389.13,436.955,400.469,9.52588,1.58942,251.094,253.809,248.371,304.06143,301.5484,250.408,253.538,598.098,596.516,610.822,350.909,375.488,414.496,429.299,64.62993,3.3075342,33,5
55.17,14.35,1712.2,430.426,401.321,9.62018,1.58777,249.482,250.176,251.413,304.08746,301.57486,249.829,249.586,581.62,587.959,588.593,444.716,404.36,396.875,379.261,64.68732,3.2664382,33,5
55.17,14.35,2270.37,408.494,396.248,9.55286,1.55773,249.67,252.544,250.971,304.11346,301.6013,249.951,251.489,593.796,606.696,601.386,408.702,417.724,411.061,358.113,64.744705,3.2253425,33,5
55.17,14.35,2271.48,480.957,400.195,9.3589,1.65265,248.95,249.829,252.026,304.13947,301.62775,250.269,249.829,597.583,604.922,618.325,398.047,383.344,415.563,404.99,64.802086,3.1842465,33,5
55.17,14.35,1184.4504,491.824,396.989,9.35625,1.67082,249.397,244.381,248.547,304.1655,301.65417,250.452,247.789,603.072,593.009,590.978,435.377,409.961,398.816,378.062,64.859474,3.1431506,33,5
55.17,14.35,2510.41,465.153,396.524,9.50308,1.63065,249.665,250.353,250.208,304.1915,301.6806,249.558,251.288,601.119,588.484,590.142,334.889,384.89,396.998,408.02,64.91686,3.1020548,33,5
55.17,14.35,2505.25,491.758,402.814,9.73557,1.66343,249.829,252.119,248.784,304.2175,301.70706,250.082,246.706,610.182,602.383,603.918,414.934,395.059,410.859,391.447,64.97424,3.0609589,33,5
55.17,14.35,1591.63,503.98,400.57,9.8193,1.68199,250.395,246.112,251.555,304.24353,301.7335,250.049,249.011,604.656,607.068,588.244,354.155,372.409,379.958,369.46,65.03163,3.0198631,33,5
55.17,14.35,2304.17,504.125,399.689,9.66657,1.6843,249.609,250.946,251.957,304.26953,301.75995,251.072,254.44,582.296,585.226,583.619,402.082,335.757,503.88,183.49515,65.08902,2.9787672,33,5
55.17,14.35,1871.64,519.964,401.972,9.47151,1.70991,250.086,251.316,250.214,304.29553,301.78638,250.177,251.644,611.064,580.044,596.029,442.894,312.708,386.919,289.652,65.14641,2.9376712,33,5
55.17,14.35,1980.228,474.865,398.96,9.29248,1.64879,249.696,254.012,248.467,304.32153,301.8128,250.269,253.311,611.426,604.687,621.436,400.002,430.157,406.585,375.757,65.20379,2.8965755,33,5
55.17,14.35,1970.75,460.205,399.398,9.42035,1.61505,250.432,249.319,251.694,304.34756,301.83926,250.376,254.275,608.525,613.654,607.47,340.127,338.488,380.23,363.438,65.26118,2.8554795,33,5
55.17,14.35,2199.49,461.875,398.809,9.58768,1.62566,249.946,253.696,251.206,304.37357,301.8657,250.202,248.833,600.22,635.321,610.377,378.046,412.207,389.128,401.093,65.318565,2.8143835,33,5
55.17,14.35,366.50687,399.78,400.289,9.57514,1.54682,250.082,247.021,246.623,304.39957,301.89215,250.269,249.768,597.266,298.03,589.041,405.486,409.203,390.769,420.34,65.375946,2.7732878,33,5
55.17,14.35,1313.32,328.369,395.508,9.63077,1.5223335,235.107,273.12,250.488,304.4256,301.91858,238.623,248.73,586.072,429.336,585.952,370.703,648.418,413.883,532.998,65.433334,2.7321918,33,5
55.17,14.35,583.754,327.779,401.586,9.50314,1.5222384,249.829,252.195,250.481,304.4516,301.94504,249.836,249.177,610.722,823.1225,578.647,334.589,285.165,414.731,220.637,65.49072,2.6910958,33,5
55.17,14.35,1970.93,393.534,401.676,9.41825,1.527,250.204,265.438,251.199,304.4776,301.97147,250.14,251.071,588.808,812.62146,603.244,363.483,381.309,376.004,368.412,65.54811,2.65,33,5
55.17,14.35,2428.91,440.374,399.844,9.41751,1.59732,250.077,253.037,250.312,304.50363,301.9979,250.269,249.374,587.747,802.1204,613.509,373.603,357.859,371.946,448.375,65.59,2.62,33,5
55.17,14.35,2236.03,450.688,403.016,9.33142,1.61039,250.269,250.391,249.17,304.52963,302.02435,250.049,249.39,621.512,780.0752,598.342,568.46,509.868,464.171,325.256,65.59,2.62,33,5
55.17,14.35,2555.23,409.057,405.37,9.43725,1.55664,250.693,250.722,251.44,304.55563,302.05078,250.269,249.331,600.18,585.098,601.923,445.675,401.595,393.167,382.26,62.13,5.11,33,5
55.17,14.35,2509.27,407.715,402.483,9.66431,1.55656,249.903,249.633,251.855,304.58163,302.07724,250.269,249.679,577.492,587.293,612.935,537.999,498.557,358.502,399.41,62.13,5.11,33,5
55.17,14.35,960.84894,470.462,402.469,9.63022,1.62719,250.928,250.192,248.2,304.60767,302.10367,250.99,251.491,590.131,612.58,588.122,368.067,403.879,385.004,436.559,62.229836,5.0831523,34,5
55.17,14.35,2280.21,486.59,399.475,9.55238,1.66112,249.931,250.623,249.931,304.63367,302.1301,250.083,249.677,561.733,605.533,596.292,376.921,272.637,417.851,474.884,62.376648,5.0436707,34,5
55.17,14.35,1868.14,515.996,406.293,9.43544,1.70606,255.981,253.516,249.883,304.65967,302.15656,249.264,250.286,572.989,616.115,582.591,477.774,487.693,458.053,349.504,62.523464,5.0041885,34,5
55.17,14.35,2211.43,536.993,397.462,9.34913,1.72969,250.127,248.876,250.557,304.6857,302.18298,249.39,248.171,626.063,590.195,595.397,414.372,530.852,324.371,398.686,62.66,4.964707,34,5
55.17,14.35,2433,545.469,408.078,9.62373,1.75307,248.89,247.893,251.807,304.7117,302.20944,250.209,249.544,344.54642,625.022,624.632,350.408,318.226,444.933,476.167,62.66,4.9252253,34,5
55.17,14.35,409.88474,555.22,403.24,9.84022,1.75135,253.135,243.463,252.205,304.7377,302.23587,249.441,253.406,412.38043,619.792,589.139,356.696,333.654,415.328,438.416,62.621326,4.885743,34,5
55.17,14.35,2257.02,546.133,400.757,9.81526,1.7434,249.413,250.578,251.367,304.76373,302.26233,243.5,248.558,480.21445,598.782,606.617,357.909,406.178,397.224,389.499,62.483204,4.8462615,34,5
55.17,14.35,2035.94,553.089,396.385,9.67414,1.75327,249.429,254.228,249.003,304.78973,302.28876,250.668,253.069,548.04846,601.991,586.489,297.63,300.969,345.492,359.404,62.41,4.80678,34,5
55.17,14.35,1706.2031,554.199,401.31,9.42802,1.75377,249.588,250.665,251.44,304.81573,302.3152,249.851,248.239,615.8825,603.078,606.614,401.019,428.777,401.858,388.665,62.41,4.7672977,34,5
55.17,14.35,1298.1433,539.092,401.294,9.25582,1.73659,249.003,241.243,249.17,304.84174,302.34164,250.103,252.194,683.71655,618.231,614.287,391.812,425.768,401.983,393.814,62.48451,4.727816,34,5
55.17,14.35,890.08344,306.59238,405.51294,9.3453,1.5650644,250.198,243.759,249.39,304.86777,302.36807,250.269,249.475,751.55054,813.8754,877.255,463.462,450.173,387.954,379.239,62.594078,4.6883345,34,5
55.17,14.35,482.02365,299.795,404.436,9.29346,1.5521048,249.725,250.537,249.289,304.89377,302.39453,250.216,246.29,796.6777,586.536,594.549,394.262,387.251,392.402,349.459,62.703648,4.6488523,34,5
55.17,14.35,846.93396,277.713,400.752,9.31739,1.5391451,248.29,252.252,249.387,304.91977,302.42096,249.831,248.294,837.4796,611.66,602.133,362.219,408.08,396.472,397.432,62.813217,4.6093707,34,5
55.17,14.35,1986.14,340.857,399.069,9.38418,1.5261855,249.897,246.491,250.252,304.9458,302.44742,249.694,249.981,795.545,603.439,615.544,170.27744,377.35,406.56,421.161,62.922787,4.569889,34,5
55.17,14.35,2535.77,441.46,400.947,9.08944,1.60147,250.175,248.668,248.762,304.9718,302.47385,249.39,247.254,800.781,597.636,590.804,167.47308,396.95,395.078,387.806,63.032356,4.530407,34,5
55.17,14.35,2644.66,482.776,395.528,9.22767,1.6532,249.831,245.894,248.955,304.9978,302.50027,250.268,248.95,777.317,573.321,589.158,466.531,398.808,383.105,402.857,63.14193,4.4909253,34,5
55.17,14.35,2264.76,479.222,400.21,9.69748,1.65202,250.708,247.008,251.969,305.02383,302.52673,250.222,250.401,802.334,612.196,608.527,395.74,383.174,402.005,385.68,63.2,4.47,34,5
55.17,14.35,2061.03,477.04,401.382,9.77539,1.65207,250.419,251.802,249.47,305.04984,302.55316,249.679,249.089,800.312,597.443,589.25,404.676,408.151,397.876,394.98,63.2,4.47,34,5
55.17,14.35,2140.63,457.487,398.853,9.6497,1.61585,250.035,254.54,248.511,305.07584,302.57962,250.269,250.974,812.8,613.984,586.079,416.122,401.428,384.361,420.999,62.93,5.4,34,5
55.17,14.35,2407.47,449.252,400.396,9.48696,1.60295,249.862,249.564,248.95,305.10184,302.60605,250.269,245.874,786.898,608.135,607.963,396.638,410.672,397.411,396.85,62.93,5.4,34,5
55.17,14.35,260.686,399.286,398.305,9.524,1.53792,249.689,246.392,250.407,305.12787,302.63248,250.049,249.928,795.095,609.561,587.524,387.43,414.286,361.055,300.505,62.837624,5.3270717,34,5
55.17,14.35,2180.5,387.425,396.739,9.64473,1.51988,249.636,247.299,252,305.15387,302.65894,250.672,243.451,809.113,612.079,582.306,398.776,406.588,362.894,398.361,62.74,5.25,34,5
55.17,14.35,2231.77,481.101,401.841,9.36651,1.65203,250.42,247.503,249.322,305.17987,302.68536,249.829,243.164,797.262,593.313,597.173,401.407,436.062,405.929,427.226,62.74,5.25,34,5
55.17,14.35,2489.03,516.195,393.473,9.05801,1.69931,249.908,254.234,248.485,305.2059,302.71182,250.295,251.791,796.3,616.681,607.974,394.034,391.398,402.055,391.803,62.76901,5.2424884,34,5
55.17,14.35,2288.52,523.811,395.4,9.36131,1.70876,250.165,246.226,251.911,305.2319,302.73825,250.321,249.002,800.204,593.044,590.026,478.078,427.523,393.078,453.065,62.87262,5.2156615,34,5
55.17,14.35,1997.94,462.274,399.619,9.49133,1.62113,249.942,253.856,249.163,305.2579,302.7647,250.928,248.844,796.32,604.994,607.046,397.385,387.501,441.881,399.647,62.976227,5.188834,34,5
55.17,14.35,1939.37,252.686,394.866,9.56691,1.5223769,250.249,245.388,247.091,305.28394,302.79114,250.269,251.288,793.589,606.462,601.011,343.655,365.069,465.027,375.715,63.079834,5.1620073,34,5
55.17,14.35,1714.5,258.343,402.179,9.74484,1.5220731,249.77,250.995,250.159,305.30994,302.81757,250.395,249.922,793.389,600.914,585.662,405.229,412.217,395.725,378.357,63.18344,5.1351805,34,5
55.17,14.35,1667.69,367.853,393.972,9.48458,1.5217694,249.905,248.359,249.193,305.33594,302.84402,249.586,254.277,618.723,470.72,506.99,556.147,454.718,416.256,390.397,63.28705,5.1083536,34,5
55.17,14.35,1677.49,449.829,401.557,9.47931,1.60903,249.723,249.418,250.239,305.36194,302.87045,250.269,248.681,599.222,591.608,596.975,463.424,410.12,379.809,405.928,63.390656,5.0815263,34,5
55.17,14.35,1747.18,596.631,395.544,9.63533,1.53785,250.177,256.458,250.237,305.38797,302.8969,250.072,251.257,604.84,589.157,591.572,386.288,360.027,452.669,363.47,63.494263,5.0546994,34,5
55.17,14.35,825.646,597.534,399.902,9.57911,1.52355,250.269,250.488,248.95,305.41397,302.92334,249.17,249.39,583.069,590.762,609.153,400.391,386.648,416.124,399.473,63.597874,5.0278726,34,5
55.17,14.35,1608.3,602.46,398.228,9.26674,1.57543,250.269,246.453,249.468,305.43997,302.94977,250.112,248.95,406.439,589.475,606.414,372.751,373.109,402.122,475.48,63.70148,5.001045,34,5
55.17,14.35,2027.83,597.401,399.546,9.51219,1.63608,249.829,247.308,251.238,305.466,302.97623,250.006,250.875,392.249,455.809,422.245,228.134,398.66,433.782,436.46,63.805088,4.9742184,34,5
55.17,14.35,2115.97,596.492,395.749,9.83635,1.67678,249.829,248.652,249.738,305.492,303.00266,250.062,250.618,399.771,407.009,422.342,382.495,403.631,404.896,404.642,63.86,4.96,34,5
55.17,14.35,343.07944,601.09,406.222,9.67702,1.69532,308.33,297.283,295.588,305.518,298.339,298.757,301.969,405.025,366.206,442.734,348.487,383.544,410.29,393.477,63.86,4.96,34,5
55.17,14.35,2103.96,602.004,404.455,9.43101,1.68905,306.293,310.752,296.886,305.54404,301.055,298.127,304.173,402.044,406.252,417.878,476.1,432.358,363.152,290.345,65.52,2.4,34,5
55.17,14.35,2115.04,599.948,400.098,9.46637,1.71214,306.733,292.689,295.747,305.57004,299.814,295.532,289.999,408.982,420.15,428.249,353.748,378.693,407.419,373.938,65.52,2.4,34,5
55.17,14.35,2220.58,601.859,402.109,9.68515,1.72515,306.215,306.893,294.653,305.59604,297.374,292.489,289.464,397.765,408.945,427.546,369.228,396.188,410.458,396.275,65.07,3.53,34,5
55.17,14.35,2225.02,599.599,397.731,9.90872,1.73762,305.194,301.64,294.421,305.62204,295.132,292.863,288.184,459.228,395.249,426.991,284.332,318.03,381.403,359.165,62.8,3.5529835,34,5
55.17,14.35,2027.78,601.196,395.508,9.80238,1.73465,304.102,315.088,295.093,305.66635,299.487,295.532,282.788,382.373,249.785,378.765,380.859,398.766,385.88,398.369,62.8,3.8402762,35,5
55.17,14.35,2032.01,601.807,401.485,9.5365,1.74166,300.84,310.821,292.75,304.298,293.532,289.089,271.454,528.016,401.149,395.182,370.957,436.624,406.905,445.129,64.08,4.05,35,5
55.17,14.35,2003.68,601.171,395.542,9.43284,1.74442,301.439,305.746,290.549,305.48767,296.06,290.576,283.493,399.205,404.686,395.276,348.44,335.822,343.021,358.201,64.08,4.05,35,5
55.17,14.35,2014.14,599.321,398.383,9.45159,1.72644,304.329,305.778,290.861,305.42072,295.98,291.081,309.757,434.46,385.753,394.09,395.071,391.347,370.847,351.883,63.37,5.23,35,5
55.17,14.35,1763.47,599.703,401.629,9.65937,1.7333,304.2,306.262,290.259,304.345,292.822,290.67,292.727,434.018,403.783,401.717,345.584,338.251,313.349,324.698,63.37,5.23,35,5
55.17,14.35,1795.82,598.781,401.049,9.67393,1.72732,301.028,304.481,290.259,303.889,296.631,290.268,289.805,432.97,398.894,393.43,332.064,328.242,326.802,367.795,63.64,4.4,35,5
55.17,14.35,1779.41,596.742,401.305,9.47488,1.73374,303.122,311.252,289.368,302.914,294.696,289.523,285.502,438.823,375.826,393.475,372.602,354.423,341.646,348.285,63.64,4.4,35,5
55.17,14.35,1883.33,601.107,400.714,9.30622,1.72835,301.15,302.213,288.406,301.322,291.497,289.394,277.118,435.957,403.289,396.374,354.577,360.769,366.407,353.072,63.93,3.74,35,5
55.17,14.35,2106.96,601.578,399.683,9.51762,1.74702,300.274,310.622,293.44,304.842,294.9,289.407,293.302,397.139,401.816,390.499,344.75,350.045,330.84,352.758,64.38,2.91,35,5
55.17,14.35,2040.17,600.824,395.652,9.68315,1.74523,301.063,304.501,301.02,302.073,303.046,297.356,300.798,411.449,406.592,395.2,357.817,347.941,336.81,349.906,64.38,2.91,35,5
55.17,14.35,1868.81,601.15,397.331,9.84701,1.75067,301.296,298.151,302.325,302.141,298.422,306.385,297.135,410.554,354.715,399.645,357.105,351.016,387.609,340.896,63.55,4.36,35,5
55.17,14.35,2285.14,599.717,400.235,9.72539,1.75674,300.275,296.076,299.065,299.767,298.348,303.992,299.707,405.298,391.124,394.007,369.371,355.615,304.951,323.869,63.55,4.36,35,5
55.17,14.35,1968.25,598.955,399.409,9.61542,1.75484,298.897,298.196,297.74,299.632,298.821,298.77,295.879,423.484,400.202,391.714,389.444,335.545,362.032,314.174,64.74,3.29,35,5
55.17,14.35,2668.73,599.768,406.098,9.43983,1.748,299.562,305.415,300.431,301.198,300.23,301.573,297.631,388.348,386.505,411.748,342.013,345.655,324.022,379.408,64.74,3.29,35,5
55.17,14.35,2697.59,601.067,401.363,9.37887,1.76041,300.28,302.044,298.562,299.833,302.008,292.409,298.757,395.729,400.061,401.247,415.009,349.763,371.085,321.01,62.75,4.9,35,5
55.17,14.35,3044.8,599.901,399.233,9.55413,1.75637,300.111,302.107,298.213,299.559,298.339,303.766,298.133,390.552,387.385,408.77,368.037,381.848,389.076,402.206,62.75,4.9,35,5
55.17,14.35,2291.02,601.087,400.3,9.73714,1.73851,299.797,300.492,301.245,300.12,299.912,301.694,297.029,391.754,404.506,409.607,442.555,439.26,370.576,408.541,62.745117,4.8612533,35,5
55.17,14.35,2482.36,598.965,398.053,9.82965,1.67026,300.696,303.976,298.245,299.714,301.199,295.548,298.461,412.091,367.838,407.882,321.472,339.748,333.613,341.866,62.739567,4.8172235,35,5
55.17,14.35,2084.36,599.566,399.613,9.85742,1.62749,300.134,301.2,301.477,300.134,301.919,294.021,299.021,398.293,399.828,413.067,369.66,329.805,365.642,322.03,62.734016,4.7731934,35,5
55.17,14.35,2266.18,600.507,396.088,9.90302,1.57388,299.487,300.156,299.105,299.425,299.946,293.34,300.046,413.207,414.843,407.478,355.325,340.24,347.632,351.053,62.72847,4.729163,35,5
55.17,14.35,2310.09,602.177,400.71,10.1146,1.64888,299.443,301.545,301.631,300.229,297.164,296.025,299.824,407.574,368.936,392.826,359.229,278.178,380.304,268.575,62.72292,4.685133,35,5
55.17,14.35,1704.14,603.606,400.087,10.0219,1.60252,301.503,298.182,301.897,301.03,302.205,298.326,300.44,407.67,398.55,396.43,347.555,370.815,336.457,347.83,62.71737,4.641103,35,5
55.17,14.35,1640.27,598.041,395.269,9.98818,1.58507,300.184,297.199,299.203,299.359,299.156,296.283,292.662,386.97,368.92,389.606,373.871,361.007,383.131,351.868,62.71182,4.5970726,35,5
52.75,19.18,1647.48,606.196,400.69,9.80177,1.65117,299.521,291.875,296.327,299.445,301.405,296.067,300.406,386.319,432.933,388.601,360.85,329.192,338.914,313.873,62.706272,4.5530424,35,5
52.75,19.18,606.33527,599.143,396.919,9.62398,1.69702,300.206,299.388,297.01,299.108,297.689,299.945,297.171,391.469,401.682,370.18,347.943,387.353,374.276,401.129,62.70072,4.509012,35,5
52.75,19.18,1474.34,597.842,399.445,9.48056,1.72133,299.268,293.192,301.465,300.038,297.844,303.687,299.528,400.635,387.726,414.988,323.613,341.525,326.551,356.848,62.7,4.464982,35,5
52.75,19.18,2252.61,600.093,401.064,9.34381,1.64352,301.511,305.532,299.468,299.95,302.371,293.894,302.91,395.183,377.046,412.226,415.606,385.684,342.864,321.394,62.44,4.420952,35,5
52.75,19.18,1850.28,600.717,392.603,9.50632,1.61468,299.315,300.48,301.34,300.021,298.639,298.493,289.684,402.081,371.445,420.99,374.095,344.461,426.78,387.486,62.44,4.3769217,35,5
52.75,19.18,1798.4,459.559,407.414,9.88558,1.61684,300.641,292.518,300.204,300.668,299.73,291.705,294.64,423.651,395.423,414.26,378.352,429.283,353.92,351.894,62.27,4.332892,35,5
52.75,19.18,2206.08,475.137,406.714,9.98381,1.64712,298.771,308.292,300.769,300.529,300.887,301.517,300.008,398.317,410.045,398.214,366.359,350.198,339.996,320.185,62.27,4.2888618,35,5
52.75,19.18,2183.61,453.195,391.252,9.90598,1.63327,299.707,301.248,298.06,298.278,300.257,298.935,293.014,414.143,415.171,412.217,288.67,315.343,337.729,352.592,62.41,4.2448316,35,5
52.75,19.18,2276.33,436.452,396.264,9.79928,1.58623,297.07,301.575,300.513,299.762,302.783,298.115,296.979,389.797,443.919,398.683,404.492,341.759,347.05,341.538,62.41,4.2008014,35,5
52.75,19.18,675.682,395.39,400.794,9.78345,1.54159,299.386,300.156,301.762,299.986,299.707,294.741,302.252,392.846,372.097,412.878,434.767,407.555,383.748,380.619,62.38831,4.156771,35,5
52.75,19.18,1134.3243,600.69,390.573,9.85073,1.520683,300.937,294.795,301.427,299.361,299.889,293.309,305.107,399.444,442.89,366.242,345.164,381.124,466.168,441.86,62.356407,4.112741,35,5
52.75,19.18,2547.51,601.781,404.416,10.0902,1.521604,300.128,299.175,302.115,300.137,299.945,298.128,296.526,400.383,382.784,393.09,357.24,339.065,454.898,417.904,62.32451,4.068711,35,5
52.75,19.18,2536.55,601.986,398.041,10.0295,1.64819,300.056,297.382,297.794,299.746,299.782,297.781,296.424,372.568,214.266,378.035,444.294,456.858,427.165,398.018,62.292606,4.0246806,35,5
52.75,19.18,2440.18,601.819,392.663,9.91841,1.68469,299.896,301.891,297.786,300.539,302.18,305.765,298.069,403.542,435.41,411.674,360.967,337.579,374.859,306.229,62.260708,3.9806504,35,5
52.75,19.18,2532.54,596.961,389.066,9.98553,1.70272,299.901,301.217,298.118,302.162,297.615,295.132,301.53,388.491,408.312,391.708,320.885,369.15,383.279,363.398,62.228806,3.9366205,35,5
52.75,19.18,2513.1,599.631,408.186,9.92487,1.72181,299.912,297.547,301.919,299.568,299.801,304.255,294.79,394.869,407.412,391.329,357.923,320.03,270.964,261.477,62.196907,3.8925903,35,5
48.77,27.23,693.9867,600.768,393.52,9.66771,1.73677,300.206,302.427,301.738,300.366,299.808,302.219,304.007,405.761,393.499,410.175,391.037,384.788,344.39,411.596,62.18,3.84856,35,5
48.77,27.23,2269.42,599.556,402.576,9.64841,1.74939,298.849,295.14,298.43,300.586,299.707,299.461,295.834,403.926,389.224,431.456,378.308,371.364,365.316,373.797,62.18,3.80453,36,6
48.77,27.23,2275.67,598.772,397.983,9.9873,1.74741,300.806,307.073,299.615,299.245,299.736,306.272,303.644,392.191,399.449,416.15,384.338,389.557,383.311,349.531,64.83,3.79,36,6
48.77,27.23,2376.95,599.365,400.488,10.1772,1.75884,299.927,303.662,302.783,299.927,299.927,300.366,299.487,421.411,395.352,430.022,302.734,344.789,388.681,353.677,64.83,3.79,36,6
48.77,27.23,2330.89,601.728,394.222,9.97604,1.76431,299.385,296.634,300.66,300.254,301.433,300.178,296.294,383.093,407.717,383.073,362.267,368.517,351.079,375.854,65.25,3.09,36,6
